id,source,split,guidebook,topic,question,short_answer,evidence,subquestion,options,correct_answer,year,correct_option
sns1064_00823,SNS1064,train,manejo_ictus.txt,"Iktus akutuaren susmoa duten eta APra joaten diren eta presio arterial altua (PA) duten pertsonen tratamendua hasi behar al da? Zein zifratatik abiatuta hartu behar da kontuan hipertentsio arteriala? Tratatzea erabakitzen bada, zer botika erabili behar dira?",i) Zein izango litzateke ekitateak osasunean izango lukeen eragina?,"– Iktus iskemiko akutua eta hipertentsio arteriala duten pazienteak, tronbolisi endobenosorako edo tronbektomia mekanikorako hautagai ez direnak: ez dakigu. – Iktus iskemiko akutua eta hipertentsio arteriala duten pazienteak, trom-bolisirako hautagaiak: ez dakigu. – Garezur barneko odoljarioa eta hipertentsio arteriala duten pazienteak: ez dakigu.",Ez da identifikatu. Ez dira kontuan hartu.,,,,,
sns1064_00824,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,j) Onargarria al da aukera alderdi interesdun guztientzat?,Aldatu egiten da.,"Dietaren testurak iktusa jasan duen pertsonaren bizi-kalitatean duen eraginari buruzko azterketa kualitatiboen RSak (74), disfagiaren larritasuna nahaste-faktorea izan badaiteke ere, elikadura-boloaren aldaketak eragin negatiboa du osasunarekin lotutako bizi-kalitatean, eta aurkitu da elikagaien eta likidoen testura zenbat eta gehiago aldatu, orduan eta txikiagoa dela iktusa jasan duen pertsonaren bizi-kalitatea (74).",,,,,
sns1064_00825,SNS1064,train,manejo_ictus.txt,"Iktus akutuaren susmoa duten eta APra joaten diren eta presio arterial altua (PA) duten pertsonen tratamendua hasi behar al da? Zein zifratatik abiatuta hartu behar da kontuan hipertentsio arteriala? Tratatzea erabakitzen bada, zer botika erabili behar dira?",j) Onargarria al da aukera alderdi interesdun guztientzat?,Seguruenik ez.,"Uste da ez profesionalek ez iktusa duten pertsonek ez luketela onartuko tratamendu antihipertentsiboa hastea, baldin eta ez badago tratamenduaren erabilera babesten duen ebidentziarik.",,,,,
sns1064_00826,SNS1064,train,manejo_ictus.txt,"Iktus akutuaren susmoa duten eta APra joaten diren eta presio arterial altua (PA) duten pertsonen tratamendua hasi behar al da? Zein zifratatik abiatuta hartu behar da kontuan hipertentsio arteriala? Tratatzea erabakitzen bada, zer botika erabili behar dira?",i) Zein izango litzateke ekitateak osasunean izango lukeen eragina?,Ez dakizu.,Ez da identifikatu. Ez dira kontuan hartu. 42 PRAKTIKA KLINIKOKO GIDAK SNSn,,,,,
sns1064_00827,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,a) Zein da espero diren efektuen tamaina?,Moderatua da.,"AVDei dagokienez, ez dute hobekuntzarik antzematen, ez Fens et al. (91)-ren berrikuspenean, ez Vluggen-en eta besteren entseguan (92), soinu handiago hauskorretan (Frenchay Activity Index (FAI): DM -1,69; IC95 % -5,39 PRAKTIKA KLINIKOKOKO GIDA ICTUS-EN MANEJOARI BURUZ (Arreta LEHENA 103tik 2ra). Hala ere, autonomia-azpieskala hobea ikusten da Impact on Participation and Activety (IPA)-ren etxetik kanpo (gehienez 20 puntu, hobea bada) (D 215, 23 autoerregulazio hobea: 1, 122, 0 eta autokargatze-a). STROKE-CARD azterlanean (94), esku-hartze taldearen % 81,4k independentzia funtzionala lortzen zuen 12 hilabetera (Rankin eskala aldatua), eta % 76,1ek kontrol-taldea (RR 1,07; IC95 % 1,02tik 1,12ra). Gaixotasun baskular garrantzitsuak dituzten gertaerei dagokienez (isttu iskemiko ez-hilkorrek, iktus hemorragiko ez-hondagarriek, miokardio-infartu ez-hilgarriek edo heriotza baskularrek eragindakoak), nabarmen murrizten dira in-terbentzio taldean (0,45etik 0,95era bitarteko ICR, 0, 95etik 0,0,0, 0,14tik 0, HR2ra bitarteko (ICR) diferentzia esanguratsurik gabe. (91) zortzi azterketetatik bik baino ez zuten eragin mesedegarria izan, nahiz eta STROKE CARDen (94) kalitate hobea ikusi 12 hilabeteren buruan, osasun-indizearen batez besteko balioa 0,783 (IQR 0,687-1,000) izan baitzen esku-hartze taldean, eta 0,779 (ICR 0,573- 1,000) kontrolean (P 0,001).

Ez dira kontuan hartu.",,,,,
sns1064_00828,SNS1064,train,manejo_ictus.txt,AIT edo iktus egonkorra duela 48 ordu baino gehiago sintomak hasteari buruzko susmoa duen pertsona bat lehenbailehen ospitaleko arretara bideratu behar al da?,k) Aukera inplementa daiteke?,Seguruenik bai.,"Ez da identifikatu.

Gomendioa inplementatu ahal izateko, osasun-erakundeek kontuan hartu beharko lukete zein izango den pertsona horien fluxua, zenbat baliabide eta osasun-profesional behar diren aurkezten diren pertsonei arreta emateko epe horiek betetzeko. Iktus komunikatua izendatu da, eta abar. ICTUSAREN ARRETA ZUZENDARITZAREN PRAKTIKA KLINIKOAREN GIDA, LEHENEN ARRETAN. 59 7. Ospitaleko altaren ondoren iktusa kudeatzeko. Toxina botulinikoa da espastizitatearen tratamendurako aukera nagusia. Ahoko farmakoen erabilerari dagokionez, hau da, mina tratatu ez duten pertsonentzat egokiagoa den tratamendua eman daiteke. Gida honetan aztertu nahi da zein den botika horien eraginkortasuna min mota horren tratamenduan. 64 PRAKTIKA KLINIKOKO GIDAK SNSAN Gomendio ahulak Minaren tratamenduan post-iktusa zentratzea iradokitzen da, lehen lerroko farmako gisa amitripti- face lina erabiltzea, beti ere kontuan hartuz efektu sekundarioak erabiltzean eta kasu bakoitzean arrisku/irabazi balantzea ezarriz. Ahultasuna amitrilinaren alternatiba gisa, erdiko minaren tratamenduan, iktus ondorengo mina erabiltzea gomendatzen da, nahiz eta albo-ondorioen agerpena kontuan hartu behar den. Onura eta arriskuen arteko balantzea: balantzeak esku-hartzeari mesede egin diezaiokeen botika bakarrak amitriptilina eta, bigarrenik, lamotrigina dira; izan ere, mina nabarmen murrizten da horrelako kasuetan, nahiz eta ondorio kaltegarri gehiago egon, batez ere lamotriginaren kasuan, non haietatik irteten direnen kopurua handitzen den.",,,,,
sns1064_00829,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,g) Zein da eskatutako baliabideei buruzko ebidentziaren kalitatea (kostuak)?,Ez dira azterlanak sartu.,"Ez da iktusa jasan duten pertsonengan depresioaren, antsietatearen eta labilitate emozionalaren botikekin tratatzeko baliabideen eta kostuen erabilerari buruzko ebidentziarik identifikatu. LEHEN ARRETAKO ICTUSAREN MANEJOARI BURUZKO PRAKTIKA KLINIKOKO GIDA 89 Ez dira kontuan hartu.",,,,,
sns1064_00830,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,i) Zein izango litzateke ekitateak osasunean izango lukeen eragina?,Seguruenik handituko litzateke.,"Psikoterapia eraginkorra bada eta osasun-sistema publikotik eskaintzen ez bada, modu pribatuan onartu ezin zaien pertsonen artean ekitaterik eza sortuko da.",,,,,
sns1064_00831,SNS1064,train,manejo_ictus.txt,APtik berehala hasi behar al da tratamendu antiagregatzailea iktus akutua duten pertsonengan?,j) Onargarria al da aukera alderdi interesdun guztientzat?,Seguruenik bai.,"Uste da gure eremuan posible dela iktusaren susmoa duten per-soinuek irudi-probak goiz egitea AASekin tratamendua hasi aurretik; beraz, TC/RM bidez odoljarioa baztertu edo fibrinolisi bidezko tratamendua baztertu arte itxaron daiteke. Horregatik, uste da esku-hartzea ez dela onargarria.",,,,,
sns1064_00832,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,b) Zein da espero ez diren efektuen magnitudea?,Moderatua da.,"Tratamendua uzteak (heriotza barne) eragiten dituen ondorio kaltegarrietan alderik ez dagoen arren, nerbio-sistema zentralean (SNC) (RR 1,55; IC95 % 1,12tik 2,15era) eta gastrointestinaletan (RR 1,62; IC95 % 1,19tik 2,19ra) eragiten dituen ondorio kaltegarriak areagotzen dira. Iktusa duten pertsonen azterketak kontuan hartuta, SSRIrekin tratatzen diren iktusak, suspertze funtzionalerako, handitu egiten dira hezur-hausturen arriskua (RRR 2,35; IC95 % 1,62tik 3,41era; kalitate altua) eta konbultsioena (R 1,40; IC95 % 1,00etik 1,98ram-ko altuko IC95era, hau da, hau da, eta ez-a-a-a-a-arrisa-arrisarrisarrisarrisa: 1,0,0kon-arrisa-a-arrisa-a-adisa-arrisa-a-a-a-a-adikon,0-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-a-arrisa-a-a-a-a-arrisa-a-arrisa-a-arrisarrisarrisa-a-arrisa-a-arrisa-a-arrisa-a-arrisa-arrisarrisa-arrisa-a-a-a-arrisarrisa-arrisarrisa-arrisarrisa-a-a-a-a-a-a-a-a-a-",,,,,
sns1064_00833,SNS1064,train,manejo_ictus.txt,"Iktus akutuaren susmoa duten eta APra joaten diren eta presio arterial altua (PA) duten pertsonen tratamendua hasi behar al da? Zein zifratatik abiatuta hartu behar da kontuan hipertentsio arteriala? Tratatzea erabakitzen bada, zer botika erabili behar dira?","e) Nahi diren eta nahi ez diren efektuen arteko balantzea, inter-","– Iktus iskemiko akutua eta hipertentsio arteriala duten pertsonak, tronbolisi endobenosorako edo tronbektomia mekanikorako hautagai ez direnak: konparazioa errazten du. – Iktus iskemiko akutua eta hipertentsio arteriala duten pertsonak, trom-bolisirako hautagaiak: ziurrenik esku-hartzea errazten du. – Garezur barneko odoljarioa eta hipertentsio arteriala duten pertsonak: ziurrenik esku-hartzea errazten du.","– Iktus iskemiko akutua eta hipertentsio arteriala duten pertsonak, tronbolisi endobenosorako edo tronbektomia mekanikorako hautagai ez direnak: iktus akutua eta hipertentsio arteriala duten pertsonen intereseko tratamendu antihipertentsiboaren eraginkortasunari buruzko ebidentzia kontrajarri dute hipertentsio-trantsiziorik ez duten eta hipertronbolisirik ez duten pertsonen kasuan, ez da justifikatzen tratamendu antihipertentsiboa egitea LEHEN ARTEKO ARTEAN.",,,,,
sns1064_00835,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,c) Zein da kalitate globala efektuei buruzko ebidentzian?,Oso baxua da.,"Ikerketa-frogak: oro har, ikerketek alborapen-arrisku handia edo arrisku ez-argia dute aztertutako hainbat eremutan, heterogeneotasun handia ikusten da edo konfiantza-tarteak oso zabalak dira, eta horrek amaiera guztietarako ebidentziaren kalitatea murrizten du, eta hori oso txikia da guztientzat.",,,,,
sns1064_00836,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,i) Ba al dago ziurgabetasunik edo aldakortasunik pazienteek garrantzia nola baloratzen duten jakiteko?,Ziurgabetasuna edo aldakortasun ez-garrantzitsua.,Ez da sartu. Ez da adierazi. 76 PRAKTIKA KLINIKOKO GIDAK SNSn,,,,,
sns1064_00837,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,d) Pazienteek nola baloratzen duten zalantza edo aldakortasun handia al dago?,Ziurgabetasuna edo aldakortasuna ziurrenik ez dira garrantzitsuak.,"Ez da identifikatu bekatu-aberearen ebidentziarik. Pazienteen iritzia ez litzatekeela aldatuko uste da, kontuan hartutako amaierak kontuan hartuta.",,,,,
sns1064_00838,SNS1064,train,manejo_ictus.txt,APtik berehala hasi behar al da tratamendu antiagregatzailea iktus akutua duten pertsonengan?,c) Zein da kalitate globala efektuei buruzko ebidentzian?,Oso baxua da.,"Emaitzak bi ikerlanetako azpitaldeen antzeko lisi batean lortu ziren. Era berean, iktus iskemikoa duten pertsonen tratamendu antiagregatzailea saihesteari dagokionez, zeinetan garezur barneko odoljarioa baztertu den, ebidentziaren kalitatea moderatua da.",,,,,
sns1064_00839,SNS1064,train,manejo_ictus.txt,Zein botika dira eraginkorrak iktus osteko min zentralaren tratamenduan?,k) Aukera inplementa daiteke?,Seguruenik bai.,"Ez da identifikatu.

Sendagaien preskripzioa denez, komenigarria litzateke aldeko gomendioa ezartzea. Hala ere, esan behar da baimena ez den beste baldintza batzuetan erabiltzen denean, pazienteari jakinarazi behar zaiola ongintzaren magnitudeari eta arrisku potentzialei buruzko ziurgabetasuna, haren baimen informatua jaso (ahozkoa izan daiteke) eta informazio hori pazientearen historia klinikoan islatu (1015/2009 Errege Dekretua, baldintza berezietan sendagaiak erabiltzeari buruzkoa). 7.3. Disfagia. PREMIAn disfagia ebaluatzea. Iktus akutua duten pertsonen ehuneko alterazio-maila altua du irensketa-prozesuan. Gehien aztertutako probak uraren irensketa-probaren aldaketak dira. Horretarako, pertsonari ur-kantitate jakin bat edaten ematen zaio, eta sintomak agertzen dira, hala nola eztula, eztula edo ahots-aldaketak. Proba horietako gehienetan, pazientearen datu klinikoei buruzko galdetegi batekin batera egiten da aurretiazko azterketa. Proba horiek iktusa izan duten pertsona guztiei aplikatu behar zaizkie ospitalean sartzean. Hala ere, APtik ikturia-prestasuna detektatzeko beharra ere ager daiteke, baldin eta disfagia-arazoak dituzten pertsonak identifikatzeko beharra badago, aurretik diagnostikatu ez badira, edo disfagiarik izan dezakeen pertsonaren batek disfuntzioa badu. Proba hau egitean, aurretiko balorazio klinikoa egin beharko litzateke, ahotsaren kalitateari erreparatuz; pertsonak hizkuntza atera eta alde batetik bestera mugi dezakeen, edo eztarriko hormaren atzealdea sentitzen duen, ukituz gero. Balorazio horrek kasuak detektatzeko gaitasuna hobetu dezake. Iktusa duten pertsonek ura irenstea lehen aldiz detektatzen badute (orokorrean, irentsi bitartean edo irenstearen ondoren, higadura-frogaren aldeko testak egin behar izaten dituzte), eta, ondorioz, GIGak kontrolatzeko eta zaintzeko zailtasunak dituzten pertsonak entrenatu egin behar dira. Gainera, APn disfagia-baheketaren inplementazioak izan dezakeen inpaktuaren zuzeneko ebidentziarik ez badago ere, ospitale-eremu akutuaren testuinguruaren ebidentzia dugu, non horrek ondorio positiboak dituen iktusa jasan duten per-sonen amaieran. Ez da gomendiorik egin EAT-10 tresnaren erabilerari buruz. Izan ere, disfagia ebaluatzeko erabil daitekeela deskribatu den arren, ez du emaitza onik ematen ikturia duten pazienteetan; beraz, erabiltzeko errazak diren arren, ez da horri buruzko gomendiorik egin. Ebidentziaren kalitatea zehatz-mehatz justifikatu da: disdisziplina dago, eta, ondorioz, kliskatze-frogen bidez, baherio-frogak jaskatzeko arriskuan dauden pertsonak dira. EAT-10 arauaren kasuan, nahiz eta arrisku-biztanlerian disfagia bahetzeko emaitzak onak izan, iktusa izan duten pertsonak direnean, lortzen diren emaitzak ez dira hain onak. Onargarritasuna: baliteke proba pertsona guztiek ez onartzea. Auto-betetako galdetegi batek onargarritasun handiagoa izan lezake.",,,,,
sns1064_00840,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,d) Pazienteek nola baloratzen duten zalantza edo aldakortasun handia al dago?,Ziurgabetasuna edo aldakortasun handia.,"Iktusa pairatu duten pertsonek desberdintasunak egon daitezke ondorio kaltegarriak nola baloratzen dituzten jakiteko, tratamendu bat edo bestea aukeratzen duten ala ez, edo bat ere ez.",,,,,
sns1064_00842,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,b) Zein da espero ez diren efektuen magnitudea?,Garrantzi gutxikoa da.,"DBHko eta GSESko gidan (70) jasotzen denez, dieta aldatua duten pazienteek ez zuten alde nabarmenik izan likidoak hartzean (hiru azterketa; n77 paziente; -133,22 ml-ko DM; IC95 % -541,9tik 275,46ra; kalitate baxua) kontrol-taldearen aldean.",,,,,
sns1064_00843,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,f) Zein da eskatutako baliabideen magnitudea (kostuak)?,Ez dakizu.,"Ez da identifikatu iktusa jasan duten pertsonen antsietatearen botikekin tratatzeko baliabideen eta kostuen erabilerari buruzko ebidentziarik. Taula honetan, ikerketetan sartutako farmako bakoitzerako definitutako eguneko dosia eta DDD bakoitzeko egungo prezioa agertzen dira gure testuinguruan. DDD Farmakoa Prezioa/DDD () Paroxetina antsietatea 20 mg 0,217 Buspirona 30 mg Imipramine EZ MERKATUA 0,1 g 0,159",,,,,
sns1064_00844,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,i) Zein izango litzateke ekitateak osasunean izango lukeen eragina?,Ez dakigu. 80 PRAKTIKA KLINIKOKO GIDAK SNSn,"Kontsumitzeko eta dieta eraldatuak prestatzeko aukeran desberdintasunak egon daitezke, eta horrek ekitatea murriztu dezake.",,,,,
sns1064_00845,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,"e) Nahi diren eta nahi ez diren efektuen arteko balantzea, inter-","Seguruenik, esku-hartzea erraztuko du.","Kalitate hobeko eta heldutasun handiagoko azterketak adierazten du diziplina anitzeko esku-hartzeak laguntzen duela ekitaldi baskularrak murrizten eta eguneroko jarduerak eta bakeen bizi-kalitatea hobetzen, dirudienez ondorio kaltegarriak izan gabe.",,,,,
sns1064_00846,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,i) Zein izango litzateke ekitateak osasunean izango lukeen eragina?,Ez dakizu.,Ez da identifikatu. Ez dira kontuan hartu.,,,,,
sns1064_00847,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,b) Zein da espero ez diren efektuen magnitudea?,Txikia da.,"Heriotza-tasan ez dago alderik (sei ECA; n172; RR 0,59, IC95 % 0,08tik 4,50era). Arrisku-profilaren arabera, ISRSak ATCak baino hobeak izan litezke, nahiz eta off-labeleko erabilera izan. Hiru azterketak bakarrik adierazten dute sistematikoki jaso dituztela kontrako efektuak.",,,,,
sns1064_00849,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,"e) Nahi diren eta nahi ez diren efektuen arteko balantzea, inter-","Seguruenik, esku-hartzea erraztuko du.","Depresioa ez igortzeko arriskua handiagoa da botika antidepresiboekin tratatu gabeko taldean, baina kontuan hartu behar dira gerta daitezkeen ondorio kaltegarriak; beraz, tratamendua pertsonaren ezaugarrien araberakoa izango da.",,,,,
sns1064_00850,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,k) Aukera inplementa daiteke?,Seguruenik bai.,"Iktusa izan duten pertsonei arreta emateko programek erizaintzako profesionalek egindako jokabide-esku-hartzeak barne hartzen dituzte, gaixotasun kronikoa onartzea, atxikimendu terapeutikoa, zainketa-unitateari laguntza emozionala ematea (eragindako pertsonak eta zaintzaileak) eta jokabide-aldaketak sustatzea barne.",,,,,
sns1064_00851,SNS1064,train,manejo_ictus.txt,"Iktus akutuaren susmoa duten pertsonen kasuan, hipergluzemiaren tratamendua hasi behar al da AP/aurre-ospitaletik? Zein zifratatik abiatu behar da hipergluzemia?",h) Esku-hartzearen kostu-eraginkortasunak laguntzen al du esku-hartzea edo konparazioa?,Ez dakizu.,"Esku-hartzeak onurarik ez badu, ez du merezi kostu-eraginkortasun azterketak egitea, ez bailitzateke kostu-eraginkortasunik aterako.",,,,,
sns1064_00852,SNS1064,train,manejo_ictus.txt,APtik berehala hasi behar al da tratamendu antiagregatzailea iktus akutua duten pertsonengan?,f) Zein da eskatutako baliabideen magnitudea (kostuak)?,Ez dakizu.,"APko langileak trebatu beharko lirateke, eta tratamenduak onurarik ez badu, beti kostua ekarriko du, eta horrek ez du esan nahi bigarren mailako efektuak dituztenik, eta, ondorioz, handitu egingo da.",,,,,
sns1064_00854,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,a) Nola balio du probak?,Baliozkoa da.,"Gutxi dira ospitale-testuinguru akututik kanpo identifikatutako azterketak, ura irensteko probei erreferentzia egiten dietenak, aldez aurretiko balorazio kliniko batekin batera edo ez. S eta E azterketak 60 ml-tik beherako ur-bolumenak erabiltzean xurgapena detektatzea txikia da: S eta E, 60 ml-ko bolumena % 55,7 eta % 85,4ko bolumena erabiltzean; PRAKTIKA Klinikoaren Gidari dagokionez, % 89,8ko eta % 57,8ko Spinaren % eta % 57,8ko balioespenarekin.

Brodskyren RSan sartutako hiru ikerketek bakarrik dute errehabilitazioan dauden pertsonak (61), baina hiruk bakarrik ebaluatzen dute iktusa jasan duten pertsonak (57-59). Bik 90 edo 100 ml-ko ur-bolumena erabiltzen dute (57, 59) eta hirugarrenak ur-bolumen txikiagoa lodigarriarekin (58). Halaber, kontuan hartu dira Martino et al. (60) eta Osawa et al. (62). Lehenengoak TOR-BSST ebaluatu eta baliozkotu du, bai iktus akutua duten pertsonak, bai errehabilitazio-testuinguruan daudenak (60, 59), eta bigarrenak (62), ura iren gluzio-probaren zehaztasun diagnostikoa, bideofluoroskopiaren aurrean.",,,,,
sns1064_00855,SNS1064,train,manejo_ictus.txt,"Iktus akutuaren susmoa duten eta APra joaten diren eta presio arterial altua (PA) duten pertsonen tratamendua hasi behar al da? Zein zifratatik abiatuta hartu behar da kontuan hipertentsio arteriala? Tratatzea erabakitzen bada, zer botika erabili behar dira?",g) Zein da eskatutako baliabideei buruzko ebidentziaren kalitatea (kostuak)?,Ez dira azterlanak sartu.,Ez dira azterlanak sartu. Ez dira kontuan hartu.,,,,,
sns1064_00856,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,k) Aukera inplementa daiteke?,Seguruenik bai.,"Kontua da botikak preskribatzea, erantzuna monitorizatzea eta bigarren mailako efektuak baloratzea; beraz, aukera hori egingarritzat jotzen da.",,,,,
sns1064_00857,SNS1064,train,manejo_ictus.txt,APtik berehala hasi behar al da tratamendu antiagregatzailea iktus akutua duten pertsonengan?,k) Aukera inplementa daiteke?,Seguruenik bai.,"Ez da horri buruzko azterlanik sartu.

Uste da posible izango litzatekeela traktu antiagregatzailea ez ezartzea irudi-proba eduki arte. ICTUSAREN LEHEN ARRETAKO ESKUALDEAREN GIDA KLINIKOA 53 6. Komunikatutako iktusaren erabilera Deskribatu da sintoma bateragarriekin hasten diren pertsona guztiak ez direla berehala joaten medikuarengana. Pertsona batzuk, sintomak hasi zirenetik 24 ordu edo gehiago igaro ondoren, 48 ordu baino gutxiago igarotzen dira osasun-zentrora, eta horiek “elkarrizketak” edo “adierazitako” kasuak deitzen dizkiete profesional batzuei. 2009ko gidan, berriz, ospitalera jo zuten, eta 48 ordu gutxiago igarotzen ziren, “arriskua” izan zutenean, eta, berriz, “atsegurtasun-zentrora”. Hala ere, kasu honetan, iktus arinaren susmoa duen pertsona bat edo AIT bat lehenbailehen deribatu behar den ala ez jakin behar da, sintomak hasi zirenetik 48 ordu baino gehiago igaro direnean. Gomendioak Gomendioa Iktusa edo AITa susmatzen duen pertsonaren presako deribazioa gomendatzen da. Aldi baterako leihora 48 ordu eta zazpi egunen artean joaten da, lehenbailehen, sintomen hasieratik. Justifikazioa Gomendio orokor honetarako faktore erabakigarriak hauek izan dira: GIBaren onura adierazten duen kaudimen moderatuaren ebidentzia, eta, bestetik, % 7 egunekoa. Effect of urgent treatment of transient ischaemic attack and minor stroke (EXPRESS) azterlanean, 90 egunetara berraztertzen diren kasuen % 74 eta % 82 artean sintomak hasi ondorengo lehen astean eman ziren (41). Bestalde, iradokitzen da IT bat edo iktus arina frijitu duten pertsonen arretak eta deribazio urgenteak eragin handia duela epe luzera errepikatzen den ektusa gerta ez dadin, eta arriskua % 80 murriztu daitekeela (41). Kostu-eraginkorra da, izan ere, ospitaleratze-arriskuak eta zoritxarre-arrizko gastuak murrizten dira (42).",,,,,
sns1064_00858,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,c) Zein da efektuei buruzko ebidentziaren kalitate orokorra?,Oso baxua da.,"Ebidentziaren kalitatea ez da oso baxua amaiera guztietarako, baina bai labilitate emozionala % 50 murrizten den pazienteen ehunekorako. Hori dela eta, ebidentzia globala oso kalitate baxukotzat sailkatzen da. Azterketa horietako hiruk bakarrik adierazten dute sistematikoki jaso dituztela ondorio kaltegarriak, eta, beraz, ikusi beharko litzateke tratamendu farmakologikoarekin ez ote den benetan efektu kaltegarri gehiago sortzen.",,,,,
sns1064_00859,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,a) Zein da espero diren efektuen tamaina?,Moderatua da.,"Cochrane de Allida (79) berrikuspenean bi saiakuntza egin ziren, bata fluoxetinarekin (89) eta psikoterapiarekin eta bestea paroxetinarekin eta psikoterapiarekin (90). Tratamenduaren amaieran, depresiorako puntuazioaren batez besteko aldea 1,53 puntu txikiagoa izan zen (2,10etik 0,96 puntu gutxiagora) (bi ECA; n198) eta eguneroko bizitzako jardueren puntuazioa (AVD) zertxobait handiagoa (DM 11,83 puntu gehiago; 0,27tik 23,4 puntu gehiago) (bi ECA; n198).",,,,,
sns1064_00860,SNS1064,train,manejo_ictus.txt,"Iktus akutuaren susmoa duten pertsonen kasuan, hipergluzemiaren tratamendua hasi behar al da AP/aurre-ospitaletik? Zein zifratatik abiatu behar da hipergluzemia?",f) Zein da eskatutako baliabideen magnitudea (kostuak)?,Ez dakizu.,"Osasun-langileak trebatu beharko lirateke, eta tratamenduak onurarik ez badu, beti kostua izango da, eta hori ez da jakin behar bigarren mailako efektuak dituzten, eskatutako baliabideak handitzea ekar dezaketenak.",,,,,
sns1064_00862,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,h) Esku-hartzearen kostu-eraginkortasunak laguntzen al du esku-hartzea edo konparazioa?,"Seguruenik, esku-hartzea erraztuko du.","ICaPPS esku-hartzearen kostu gehigarria, ohiko zainketen aldean, 1144 MYR (2023ko 544,4 ) izan zen, 2012rako Malaysian per capita BPGaren % 3,7ren baliokidea (95). S-ren analisiak adierazi zuen, egoerarik onenean, kostu-eraginkortasun inkrementalaren ratioa (RCEI) 2012ko 1379,91 MYR izan zela (2023ko 656,6 ) eta okerrena 2012ko 3310,78 MYR (2023ko 1575,5 ) iCaPPS konparatuz ohiko zaintzaren aldean (95).",,,,,
sns1064_00863,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,d) Pazienteek nola baloratzen duten zalantza edo aldakortasun handia al dago?,"Ziurrenik, ziurgabetasuna edo aldakortasuna ez dira garrantzitsuak.",Ez da identifikatu. Ez dira kontuan hartu.,,,,,
sns1064_00864,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,l) Zein da eskatutako baliabideei buruzko ebidentziaren kalitate orokorra (kostuak)?,Ez dira azterlanak sartu.,Ez da azterketarik identifikatu pektuan. Ez dira adierazi.,,,,,
sns1064_00865,SNS1064,train,manejo_ictus.txt,Nola ebaluatu behar da disfagia APtik?,a) Zein da espero diren efektuen tamaina?,Moderatua da.,"30 egunen buruan iktusa edo heriotza jasateko arriskua txikiagoa da ticagrelor eta AAS tratamenduarekin (HR 0,83; IC9 %5 0,71tik 0,96ra). Horrek esan nahi du 10 egun baino gutxiagoko aldea dagoela 1.000ko (18 egunetik bi egun gutxiagora). 30 egunera errepikatzen den iktus-arriskua ere txikia da (HR 0,79; IC95 %0,68tik 0,93ra), eta horrek esan nahi du 13 gutxiagoko aldea dagoela 1000ekin (20tik laura gutxiago). Desgaitasun-arriskuan ez zegoen aldaketarik (ERm > 1) 30 egunera (39, 100).",,,,,
